WKT	OBJECTID	dip	strike
"POINT (371758.3844999997 7465224.1645)"	"3786"	"10.0"	"75.0"
"POINT (370833.6725000003 7465862.4547)"	"3787"	"5.0"	"0.0"
"POINT (367712.8861999996 7466584.5613)"	"3788"	"10.0"	"145.0"
"POINT (369983.7717000004 7465895.9341)"	"3789"	"9.0"	"295.0"
"POINT (366578.8295999998 7465610.5521)"	"3790"	"2.0"	"25.0"
"POINT (367435.1593000004 7464188.3561)"	"3791"	"5.0"	"25.0"
"POINT (368205.8508000001 7463798.6662)"	"3792"	"8.0"	"30.0"
"POINT (364218.7907999996 7475166.2192)"	"3793"	"15.0"	"20.0"
"POINT (365575.5358999996 7474381.4511)"	"3794"	"5.0"	"235.0"
"POINT (364647.8764000004 7474376.5976)"	"3795"	"11.0"	"0.0"
"POINT (361548.6217999998 7478800.5223)"	"3796"	"10.0"	"85.0"
"POINT (359998.8185999999 7482522.949)"	"3797"	"20.0"	"185.0"
"POINT (358497.1107999999 7482173.65)"	"3798"	"10.0"	"185.0"
"POINT (357996.5921999998 7481330.8483)"	"3799"	"10.0"	"210.0"
"POINT (351144.8843 7480711.4987)"	"3800"	"110.0"	"200.0"
"POINT (352980.5602000002 7478097.3295)"	"3801"	"5.0"	"105.0"
"POINT (355221.8361 7468857.7458)"	"3802"	"5.0"	"135.0"
"POINT (362475.1116000004 7507505.3724)"	"3803"	"10.0"	"65.0"
"POINT (365075.2438000003 7496732.3207)"	"3804"	"4.0"	"130.0"
"POINT (379979.4861000003 7462835.7431)"	"3805"	"5.0"	"55.0"
"POINT (362169.0980000002 7486859.533)"	"3806"	"8.0"	"169.0"
"POINT (358775.0038999999 7507325.2099)"	"3807"	"12.0"	"65.0"
"POINT (352604.9740000004 7506405.9817)"	"3808"	"20.0"	"105.0"
"POINT (351725.3460999997 7510759.1901)"	"3809"	"20.0"	"105.0"
"POINT (360403.9989 7489698.7932)"	"3810"	"12.0"	"185.0"
"POINT (391786.1244000001 7466250.8683)"	"3811"	"5.0"	"160.0"
"POINT (373917.6640999997 7488466.8439)"	"3812"	"4.0"	"255.0"
"POINT (350748.8461999996 7519772.9807)"	"3813"	"17.0"	"356.0"
"POINT (352015.2495999997 7519531.6311)"	"3814"	"12.0"	"339.0"
"POINT (352099.9592000004 7518908.9422)"	"3815"	"15.0"	"27.0"
"POINT (347045.1166000003 7534666.2794)"	"3816"	"27.0"	"349.0"
"POINT (345354.5919000003 7566083.8759)"	"3817"	"40.0"	"166.0"
"POINT (353025.9841999998 7565957.5146)"	"3818"	"55.0"	"144.0"
"POINT (355125.2390999999 7566434.5669)"	"3819"	"45.0"	"138.0"
"POINT (356186.4595999997 7563710.3268)"	"3820"	"20.0"	"114.0"
"POINT (357166.4767000005 7562754.6535)"	"3821"	"27.0"	"121.0"
"POINT (368226.6139000002 7566628.1458)"	"3822"	"38.0"	"353.0"
"POINT (368177.6541999998 7566034.4068)"	"3823"	"22.0"	"346.0"
"POINT (369787.0277000004 7565971.1165)"	"3824"	"20.0"	"19.0"
"POINT (369080.4775 7564708.7998)"	"3825"	"48.0"	"341.0"
"POINT (369211.7589999996 7563624.7995)"	"3826"	"54.0"	"326.0"
"POINT (370003.3225999996 7562782.9829)"	"3827"	"50.0"	"319.0"
"POINT (370439.1244999999 7562536.6067)"	"3828"	"70.0"	"337.0"
"POINT (370180.8501000004 7559903.0418)"	"3829"	"65.0"	"332.0"
"POINT (369559.8832 7561172.8976)"	"3830"	"85.0"	"323.0"
"POINT (368394.3081999999 7561416.0228)"	"3831"	"20.0"	"53.0"
"POINT (368473.7181000002 7561988.5807)"	"3832"	"45.0"	"114.0"
"POINT (368230.9768000003 7562535.169)"	"3833"	"42.0"	"41.0"
"POINT (374137.0257999999 7566053.3166)"	"3834"	"36.0"	"131.0"
"POINT (373746.4523999998 7564296.276)"	"3835"	"22.0"	"162.0"
"POINT (374062.6836000001 7563739.5437)"	"3836"	"42.0"	"141.0"
"POINT (372284.8684 7562631.9998)"	"3837"	"12.0"	"81.0"
"POINT (372451.0648999996 7562861.7151)"	"3838"	"30.0"	"147.0"
"POINT (375136.7938000001 7561716.3804)"	"3839"	"30.0"	"59.0"
"POINT (374726.2719999999 7561757.4219)"	"3840"	"50.0"	"347.0"
"POINT (371474.8147 7561413.785)"	"3841"	"60.0"	"33.0"
"POINT (371230.2872000001 7560957.2638)"	"3842"	"65.0"	"337.0"
"POINT (371286.4418000001 7562620.3147)"	"3843"	"68.0"	"336.0"
"POINT (382898.7358999997 7563311.2858)"	"3844"	"60.0"	"152.0"
"POINT (389442.4782999996 7560131.776)"	"3845"	"38.0"	"105.0"
"POINT (390701.1155000003 7560994.1708)"	"3846"	"75.0"	"336.0"
"POINT (395159.8081 7561386.7121)"	"3847"	"80.0"	"153.0"
"POINT (395988.9500000002 7560624.4358)"	"3848"	"75.0"	"146.0"
"POINT (392455.4559000004 7565658.3368)"	"3849"	"45.0"	"135.0"
"POINT (352667.8504999997 7557790.0376)"	"3850"	"80.0"	"171.0"
"POINT (352436.1167000001 7559189.4915)"	"3851"	"80.0"	"163.0"
"POINT (351870.2209000001 7556676.3564)"	"3852"	"30.0"	"185.0"
"POINT (351832.6187000005 7557494.1375)"	"3853"	"35.0"	"262.0"
"POINT (356906.8634000001 7553622.2458)"	"3854"	"35.0"	"126.0"
"POINT (357868.7255999995 7552827.3366)"	"3855"	"85.0"	"141.0"
"POINT (359191.0768999998 7557229.6383)"	"3856"	"45.0"	"129.0"
"POINT (358818.8664999995 7556282.7812)"	"3857"	"75.0"	"152.0"
"POINT (359116.6074999999 7554950.5276)"	"3858"	"12.0"	"236.0"
"POINT (358560.2366000004 7554285.2719)"	"3859"	"45.0"	"125.0"
"POINT (368798.1402000003 7557032.591)"	"3860"	"55.0"	"2.0"
"POINT (370644.3827999998 7557133.5664)"	"3861"	"38.0"	"345.0"
"POINT (370633.9298 7557917.4156)"	"3862"	"44.0"	"326.0"
"POINT (370987.4709000001 7558212.0719)"	"3863"	"45.0"	"93.0"
"POINT (370424.4046999998 7556172.5446)"	"3864"	"38.0"	"354.0"
"POINT (372214.5250000004 7559515.8101)"	"3865"	"50.0"	"328.0"
"POINT (372670.2736999998 7559376.8793)"	"3866"	"35.0"	"62.0"
"POINT (383124.7622999996 7558463.6527)"	"3867"	"32.0"	"26.0"
"POINT (382943.1901000002 7556295.4065)"	"3868"	"45.0"	"135.0"
"POINT (383565.1232000003 7554948.9949)"	"3869"	"43.0"	"189.0"
"POINT (382999.4742999999 7554675.9733)"	"3870"	"45.0"	"133.0"
"POINT (381383.4493000004 7556847.249)"	"3871"	"31.0"	"80.0"
"POINT (381043.8377 7556337.8646)"	"3872"	"30.0"	"30.0"
"POINT (380965.6128000002 7554748.1941)"	"3873"	"38.0"	"121.0"
"POINT (381265.3054999998 7554161.7259)"	"3874"	"30.0"	"97.0"
"POINT (381640.7083000001 7553407.6484)"	"3875"	"44.0"	"129.0"
"POINT (380035.0267000003 7555661.2773)"	"3876"	"60.0"	"149.0"
"POINT (384203.3033999996 7554689.2958)"	"3877"	"15.0"	"79.0"
"POINT (387424.7664999999 7553460.9603)"	"3878"	"60.0"	"104.0"
"POINT (388080.6980999997 7553745.752)"	"3879"	"35.0"	"108.0"
"POINT (388529.2295000004 7553569.4426)"	"3880"	"20.0"	"71.0"
"POINT (387851.6125999996 7556928.5636)"	"3881"	"34.0"	"130.0"
"POINT (388341.4452999998 7557518.1729)"	"3882"	"25.0"	"48.0"
"POINT (390061.2417000001 7559632.8168)"	"3883"	"50.0"	"140.0"
"POINT (388070.7050999999 7559160.3998)"	"3884"	"60.0"	"341.0"
"POINT (387114.7637999998 7558936.1107)"	"3885"	"30.0"	"146.0"
"POINT (386187.1567000002 7559217.3012)"	"3886"	"24.0"	"128.0"
"POINT (385663.5977999996 7559391.8019)"	"3887"	"14.0"	"52.0"
"POINT (385254.3320000004 7558970.8421)"	"3888"	"26.0"	"359.0"
"POINT (385338.1814000001 7557278.601)"	"3889"	"36.0"	"5.0"
"POINT (386093.6915999996 7556996.2116)"	"3890"	"52.0"	"329.0"
"POINT (386612.0361000001 7557636.3517)"	"3891"	"40.0"	"128.0"
"POINT (386929.0210999995 7556957.4525)"	"3892"	"64.0"	"143.0"
"POINT (385092.9789000005 7556021.6498)"	"3893"	"30.0"	"57.0"
"POINT (385288.8607000001 7555442.9293)"	"3894"	"38.0"	"112.0"
"POINT (384626.1416999996 7555221.5076)"	"3895"	"28.0"	"25.0"
"POINT (395444.5722000003 7555163.9234)"	"3896"	"30.0"	"150.0"
"POINT (394338.5997000001 7554267.2864)"	"3897"	"60.0"	"135.0"
"POINT (394872.3919000002 7554136.9356)"	"3898"	"25.0"	"356.0"
"POINT (396279.7117999997 7553966.634)"	"3899"	"50.0"	"332.0"
"POINT (392039.9752000002 7553205.7083)"	"3900"	"30.0"	"140.0"
"POINT (347019.7435999997 7549762.2699)"	"3901"	"35.0"	"165.0"
"POINT (357153.3344000001 7551842.8218)"	"3902"	"45.0"	"123.0"
"POINT (357398.8850999996 7551311.3391)"	"3903"	"80.0"	"137.0"
"POINT (356113.4227 7549910.7284)"	"3904"	"30.0"	"170.0"
"POINT (356101.3028999995 7549303.6176)"	"3905"	"12.0"	"123.0"
"POINT (356539.0237999996 7549341.394)"	"3906"	"45.0"	"71.0"
"POINT (356500.0036000004 7549877.7551)"	"3907"	"42.0"	"321.0"
"POINT (359062.9099000003 7547807.8711)"	"3908"	"10.0"	"347.0"
"POINT (359124.2100999998 7547546.3703)"	"3909"	"16.0"	"305.0"
"POINT (360670.4740000004 7546567.8067)"	"3910"	"20.0"	"120.0"
"POINT (360595.2638999997 7546238.617)"	"3911"	"15.0"	"165.0"
"POINT (371356.4654999999 7547266.9988)"	"3912"	"55.0"	"124.0"
"POINT (371811.9444000004 7548275.8232)"	"3913"	"55.0"	"354.0"
"POINT (372247.4790000003 7546334.3932)"	"3914"	"36.0"	"151.0"
"POINT (377475.1004999997 7552649.4355)"	"3915"	"43.0"	"336.0"
"POINT (377315.9499000004 7552529.22)"	"3916"	"55.0"	"145.0"
"POINT (381967.8691999996 7552946.5383)"	"3917"	"25.0"	"102.0"
"POINT (381638.341 7552243.9965)"	"3918"	"32.0"	"123.0"
"POINT (380723.8091000002 7551303.2177)"	"3919"	"82.0"	"332.0"
"POINT (381654.0045999996 7550710.1039)"	"3920"	"10.0"	"87.0"
"POINT (381657.4358999999 7550222.6332)"	"3921"	"65.0"	"342.0"
"POINT (379578.3832 7551382.4597)"	"3922"	"62.0"	"163.0"
"POINT (379518.5235000001 7551051.4415)"	"3923"	"60.0"	"148.0"
"POINT (380166.3288000003 7550178.4932)"	"3924"	"65.0"	"151.0"
"POINT (380691.3562000003 7549123.0488)"	"3925"	"65.0"	"139.0"
"POINT (383920.4346000003 7549135.1967)"	"3926"	"30.0"	"348.0"
"POINT (383403.8173000002 7548717.8157)"	"3927"	"30.0"	"59.0"
"POINT (381813.4940999998 7548658.1439)"	"3928"	"80.0"	"353.0"
"POINT (387432.3776000002 7552828.4292)"	"3929"	"30.0"	"16.0"
"POINT (389837.102 7552328.1729)"	"3930"	"30.0"	"129.0"
"POINT (385382.8767999997 7552899.8052)"	"3931"	"32.0"	"78.0"
"POINT (384952.5974000003 7552794.1941)"	"3932"	"55.0"	"116.0"
"POINT (384895.8387000002 7552254.6631)"	"3933"	"65.0"	"132.0"
"POINT (394255.1257999996 7551729.7673)"	"3934"	"70.0"	"211.0"
"POINT (393864.9091999996 7551588.617)"	"3935"	"18.0"	"152.0"
"POINT (394701.7018999998 7551835.9775)"	"3936"	"10.0"	"338.0"
"POINT (396898.0038000001 7548962.557)"	"3937"	"30.0"	"307.0"
"POINT (396193.3868000004 7548714.9547)"	"3938"	"40.0"	"141.0"
"POINT (396508.1079000002 7548239.5735)"	"3939"	"45.0"	"139.0"
"POINT (396324.0005999999 7547732.3311)"	"3940"	"40.0"	"107.0"
"POINT (396147.4249999998 7546883.2075)"	"3941"	"45.0"	"131.0"
"POINT (395446.5066 7547103.8771)"	"3942"	"30.0"	"135.0"
"POINT (394518.7427000003 7546594.9835)"	"3943"	"28.0"	"96.0"
"POINT (394232.0878999997 7547708.8773)"	"3944"	"50.0"	"117.0"
"POINT (395232.2682999996 7548980.754)"	"3945"	"60.0"	"129.0"
"POINT (392148.1900000004 7546926.3006)"	"3946"	"45.0"	"131.0"
"POINT (346613.4655999998 7544033.8707)"	"3947"	"36.0"	"166.0"
"POINT (347042.0663999999 7543311.8545)"	"3948"	"43.0"	"140.0"
"POINT (347015.7962999996 7542140.8615)"	"3949"	"45.0"	"142.0"
"POINT (346478.4052999998 7542325.3774)"	"3950"	"45.0"	"136.0"
"POINT (346781.8558999998 7541370.4917)"	"3951"	"30.0"	"66.0"
"POINT (347393.2170000002 7540754.6439)"	"3952"	"40.0"	"148.0"
"POINT (347052.7062999997 7539047.7726)"	"3953"	"10.0"	"9.0"
"POINT (346081.2346000001 7539514.5637)"	"3954"	"8.0"	"335.0"
"POINT (345609.6536999997 7539829.7394)"	"3955"	"42.0"	"349.0"
"POINT (346282.7949000001 7538729.3995)"	"3956"	"35.0"	"338.0"
"POINT (347436.5970000001 7538444.0969)"	"3957"	"12.0"	"139.0"
"POINT (347004.6962000001 7538484.4314)"	"3958"	"20.0"	"358.0"
"POINT (346749.7558000004 7538432.8139)"	"3959"	"25.0"	"128.0"
"POINT (358193.7999999998 7544410.3319)"	"3960"	"8.0"	"51.0"
"POINT (356433.4148000004 7544809.9282)"	"3961"	"80.0"	"124.0"
"POINT (356708.2007999998 7543803.4144)"	"3962"	"55.0"	"330.0"
"POINT (358466.5975000001 7543509.2254)"	"3963"	"10.0"	"19.0"
"POINT (357654.4778000005 7543184.317)"	"3964"	"10.0"	"5.0"
"POINT (358618.6798999999 7541928.149)"	"3965"	"28.0"	"350.0"
"POINT (358457.6097999997 7540549.2485)"	"3966"	"30.0"	"137.0"
"POINT (358500.6991999997 7545989.6134)"	"3967"	"25.0"	"25.0"
"POINT (359001.6107999999 7544625.3378)"	"3968"	"5.0"	"356.0"
"POINT (359387.0214999998 7545383.0756)"	"3969"	"10.0"	"22.0"
"POINT (359660.3021999998 7544948.333)"	"3970"	"8.0"	"278.0"
"POINT (360525.1941999998 7545187.3564)"	"3971"	"8.0"	"328.0"
"POINT (360478.4242000002 7544685.7063)"	"3972"	"18.0"	"239.0"
"POINT (360954.9249 7545832.3237)"	"3973"	"13.0"	"195.0"
"POINT (361796.5882000001 7544470.3841)"	"3974"	"15.0"	"157.0"
"POINT (361991.6506000003 7544239.5487)"	"3975"	"30.0"	"216.0"
"POINT (360852.9237000002 7543508.9457)"	"3976"	"20.0"	"266.0"
"POINT (360617.6312999995 7542475.6607)"	"3977"	"25.0"	"266.0"
"POINT (361125.8517000005 7542602.7185)"	"3978"	"22.0"	"140.0"
"POINT (361632.5476000002 7542050.5152)"	"3979"	"17.0"	"197.0"
"POINT (362016.4233999997 7541473.0024)"	"3980"	"46.0"	"146.0"
"POINT (360330.9872000003 7541628.4692)"	"3981"	"12.0"	"350.0"
"POINT (361676.6464 7540980.727)"	"3982"	"11.0"	"241.0"
"POINT (360626.2959000003 7539407.7902)"	"3983"	"35.0"	"112.0"
"POINT (360712.0283000004 7540389.6055)"	"3984"	"20.0"	"287.0"
"POINT (359373.3272000002 7539975.831)"	"3985"	"25.0"	"199.0"
"POINT (359719.2637999998 7540551.4971)"	"3986"	"46.0"	"315.0"
"POINT (360678.9232999999 7539746.7652)"	"3987"	"55.0"	"297.0"
"POINT (360576.4358000001 7541903.3516)"	"3988"	"18.0"	"280.0"
"POINT (368085.5582999997 7542949.2487)"	"3989"	"70.0"	"119.0"
"POINT (369925.4391999999 7541578.029)"	"3990"	"45.0"	"133.0"
"POINT (370743.3608999997 7539619.2435)"	"3991"	"18.0"	"66.0"
"POINT (371112.6634 7539289.7848)"	"3992"	"15.0"	"89.0"
"POINT (371746.0186000001 7546044.1179)"	"3993"	"55.0"	"130.0"
"POINT (372050.1405999996 7545309.1167)"	"3994"	"16.0"	"133.0"
"POINT (372943.3680999996 7542074.748)"	"3995"	"20.0"	"128.0"
"POINT (372614.5405999999 7541113.0482)"	"3996"	"40.0"	"320.0"
"POINT (373162.6072000004 7540783.9736)"	"3997"	"40.0"	"112.0"
"POINT (377418.4049000004 7542105.381)"	"3998"	"20.0"	"39.0"
"POINT (371391.9681000002 7545948.731)"	"3999"	"80.0"	"317.0"
"POINT (378290.5054000001 7544787.5248)"	"4000"	"20.0"	"58.0"
"POINT (378450.4376999997 7544629.4176)"	"4001"	"25.0"	"45.0"
"POINT (379392.6928000003 7543457.9913)"	"4002"	"20.0"	"120.0"
"POINT (378258.9914999995 7541666.194)"	"4003"	"20.0"	"120.0"
"POINT (377999.8375000004 7542036.7993)"	"4004"	"20.0"	"97.0"
"POINT (380202.5745000001 7540025.9746)"	"4005"	"45.0"	"10.0"
"POINT (383441.4118999997 7542041.1423)"	"4006"	"42.0"	"99.0"
"POINT (395907.1456000004 7544535.1884)"	"4007"	"38.0"	"122.0"
"POINT (395917.1869999999 7543801.6467)"	"4008"	"18.0"	"141.0"
"POINT (345977.8545000004 7537800.8298)"	"4009"	"75.0"	"4.0"
"POINT (346462.6052999999 7537395.6836)"	"4010"	"22.0"	"38.0"
"POINT (346900.4061000003 7537328.959)"	"4011"	"15.0"	"36.0"
"POINT (347393.2470000004 7537367.9941)"	"4012"	"70.0"	"350.0"
"POINT (349491.2207000004 7538566.7365)"	"4013"	"30.0"	"169.0"
"POINT (349915.0313999997 7538453.9718)"	"4014"	"60.0"	"164.0"
"POINT (350937.0344000002 7537194.1356)"	"4015"	"38.0"	"151.0"
"POINT (349546.8009000001 7536199.0487)"	"4016"	"35.0"	"165.0"
"POINT (346991.3563999999 7535167.9115)"	"4017"	"50.0"	"174.0"
"POINT (346301.9452 7535301.4489)"	"4018"	"38.0"	"348.0"
"POINT (345860.1445000004 7534834.5819)"	"4019"	"50.0"	"351.0"
"POINT (346700.3059 7534680.1829)"	"4020"	"35.0"	"2.0"
"POINT (347150.1168 7533872.9459)"	"4021"	"30.0"	"28.0"
"POINT (347596.4276000001 7533536.3103)"	"4022"	"11.0"	"208.0"
"POINT (346644.6457000002 7533207.7992)"	"4023"	"55.0"	"357.0"
"POINT (346187.9346000003 7533006.1333)"	"4024"	"35.0"	"336.0"
"POINT (346231.7835999997 7532249.4512)"	"4025"	"40.0"	"348.0"
"POINT (347108.4063999997 7533082.4144)"	"4026"	"55.0"	"331.0"
"POINT (348335.2780999998 7532719.8425)"	"4027"	"70.0"	"338.0"
"POINT (348688.0387000004 7532697.4192)"	"4028"	"55.0"	"310.0"
"POINT (349448.4293999998 7532170.6928)"	"4029"	"40.0"	"141.0"
"POINT (350008.2516000001 7533152.3059)"	"4030"	"35.0"	"292.0"
"POINT (350190.6320000002 7533228.754)"	"4031"	"22.0"	"160.0"
"POINT (348960.0499999998 7534085.8282)"	"4032"	"8.0"	"39.0"
"POINT (348045.8382999999 7534568.7789)"	"4033"	"30.0"	"334.0"
"POINT (348362.1788999997 7534638.3259)"	"4034"	"30.0"	"110.0"
"POINT (348583.0192999998 7534905.9245)"	"4035"	"55.0"	"350.0"
"POINT (348899.3498 7534842.3111)"	"4036"	"20.0"	"123.0"
"POINT (371468.4702000003 7536436.9218)"	"4037"	"40.0"	"331.0"
"POINT (372083.6098999996 7536412.5196)"	"4038"	"30.0"	"60.0"
"POINT (373284.6200000001 7533023.3521)"	"4039"	"42.0"	"129.0"
"POINT (373835.7219000002 7533364.6541)"	"4040"	"23.0"	"29.0"
"POINT (374258.6837999998 7536003.6803)"	"4041"	"60.0"	"305.0"
"POINT (373986.7564000003 7537160.2942)"	"4042"	"42.0"	"348.0"
"POINT (374498.5559999999 7537017.5453)"	"4043"	"24.0"	"176.0"
"POINT (374899.2174000004 7537056.2152)"	"4044"	"50.0"	"166.0"
"POINT (374552.4249999998 7536154.1378)"	"4045"	"65.0"	"330.0"
"POINT (374812.6330000004 7536049.3625)"	"4046"	"20.0"	"115.0"
"POINT (376815.5615999997 7535767.5806)"	"4047"	"75.0"	"137.0"
"POINT (376682.1946999999 7538168.5115)"	"4048"	"40.0"	"61.0"
"POINT (376598.5886000004 7537877.8465)"	"4049"	"40.0"	"144.0"
"POINT (376993.8861999996 7537820.6457)"	"4050"	"70.0"	"162.0"
"POINT (377235.6018000003 7539009.4358)"	"4051"	"40.0"	"167.0"
"POINT (377269.9740000004 7536400.0818)"	"4052"	"60.0"	"25.0"
"POINT (377698.9270000001 7536595.7354)"	"4053"	"30.0"	"75.0"
"POINT (377119.7022000002 7534936.6969)"	"4054"	"50.0"	"159.0"
"POINT (375938.6124999998 7532590.8969)"	"4055"	"15.0"	"175.0"
"POINT (374770.5252999999 7536925.9396)"	"4056"	"10.0"	"71.0"
"POINT (381514.7839000002 7537836.9272)"	"4057"	"40.0"	"269.0"
"POINT (382815.8300000001 7538723.0445)"	"4058"	"37.0"	"164.0"
"POINT (383863.9581000004 7538896.749)"	"4059"	"55.0"	"120.0"
"POINT (383169.4381999997 7534513.4608)"	"4060"	"40.0"	"128.0"
"POINT (379287.7440999998 7532584.2594)"	"4061"	"45.0"	"330.0"
"POINT (378798.2303999998 7532911.3675)"	"4062"	"40.0"	"360.0"
"POINT (379367.0049000001 7534970.1007)"	"4063"	"18.0"	"355.0"
"POINT (379496.3706999999 7535246.4653)"	"4064"	"15.0"	"84.0"
"POINT (381249.2396999998 7535900.8776)"	"4065"	"22.0"	"142.0"
"POINT (377776.7197000002 7537179.6952)"	"4066"	"54.0"	"134.0"
"POINT (377988.7916000001 7537289.1971)"	"4067"	"42.0"	"9.0"
"POINT (385802.7509000003 7538013.3376)"	"4068"	"60.0"	"90.0"
"POINT (385011.3059999999 7532701.2583)"	"4069"	"20.0"	"129.0"
"POINT (384867.3594000004 7532144.2543)"	"4070"	"20.0"	"149.0"
"POINT (346321.4223999996 7531265.4382)"	"4071"	"42.0"	"349.0"
"POINT (346385.8514999999 7530491.9861)"	"4072"	"25.0"	"349.0"
"POINT (346070.6793 7529402.1956)"	"4073"	"12.0"	"343.0"
"POINT (346284.6791000003 7528981.5234)"	"4074"	"15.0"	"360.0"
"POINT (345905.0872999998 7528218.7733)"	"4075"	"15.0"	"26.0"
"POINT (346112.1470999997 7527321.7196)"	"4076"	"21.0"	"14.0"
"POINT (346126.4170000004 7526554.4167)"	"4077"	"20.0"	"354.0"
"POINT (347073.2790000001 7526782.1438)"	"4078"	"28.0"	"359.0"
"POINT (348553.0921 7526177.9158)"	"4079"	"30.0"	"25.0"
"POINT (348996.1129999999 7526008.7834)"	"4080"	"12.0"	"292.0"
"POINT (349471.4142000005 7527657.5177)"	"4081"	"15.0"	"296.0"
"POINT (349336.4342999998 7528158.5486)"	"4082"	"30.0"	"335.0"
"POINT (348804.9932000004 7528135.5908)"	"4083"	"24.0"	"328.0"
"POINT (349885.3153999997 7528102.1964)"	"4084"	"10.0"	"2.0"
"POINT (348556.9930999996 7528479.6918)"	"4085"	"15.0"	"34.0"
"POINT (347334.9625000004 7529890.6289)"	"4086"	"50.0"	"325.0"
"POINT (347512.0833999999 7530316.4682)"	"4087"	"31.0"	"36.0"
"POINT (348583.1447999999 7529794.2112)"	"4088"	"44.0"	"353.0"
"POINT (347722.2653999999 7531522.0175)"	"4089"	"35.0"	"125.0"
"POINT (348043.0361000001 7531622.135)"	"4090"	"60.0"	"356.0"
"POINT (349378.2878999999 7531072.4748)"	"4091"	"60.0"	"128.0"
"POINT (350666.4967999998 7527913.8137)"	"4092"	"16.0"	"119.0"
"POINT (352084.7905999999 7526982.6499)"	"4093"	"45.0"	"135.0"
"POINT (351709.3596999999 7526587.6947)"	"4094"	"18.0"	"345.0"
"POINT (351162.5379999997 7526951.5645)"	"4095"	"8.0"	"340.0"
"POINT (351517.4791999999 7526190.7165)"	"4096"	"10.0"	"309.0"
"POINT (352086.7312000003 7525755.0665)"	"4097"	"20.0"	"271.0"
"POINT (352493.5325999996 7525824.0405)"	"4098"	"15.0"	"221.0"
"POINT (374369.3279999997 7531974.0666)"	"4099"	"20.0"	"90.0"
"POINT (373666.1719000004 7531646.0398)"	"4100"	"45.0"	"112.0"
"POINT (373111.0543999998 7531226.424)"	"4101"	"40.0"	"140.0"
"POINT (376229.4685000004 7526472.096)"	"4102"	"52.0"	"122.0"
"POINT (376892.2690000003 7525260.7749)"	"4103"	"22.0"	"326.0"
"POINT (377274.6447999999 7530004.9444)"	"4104"	"18.0"	"158.0"
"POINT (377138.9110000003 7529959.9883)"	"4105"	"25.0"	"341.0"
"POINT (376504.8701999998 7531672.5619)"	"4106"	"48.0"	"148.0"
"POINT (376253.3848999999 7531609.7607)"	"4107"	"35.0"	"340.0"
"POINT (382397.8098999998 7531797.2514)"	"4108"	"22.0"	"349.0"
"POINT (382265.8465 7531020.4971)"	"4109"	"20.0"	"293.0"
"POINT (382948.6688999999 7530411.3277)"	"4110"	"22.0"	"295.0"
"POINT (383520.2174000004 7529751.3121)"	"4111"	"32.0"	"330.0"
"POINT (384084.4419999998 7529097.7596)"	"4112"	"35.0"	"311.0"
"POINT (383179.4100000001 7527928.1477)"	"4113"	"40.0"	"311.0"
"POINT (382490.0723999999 7526287.8525)"	"4114"	"15.0"	"110.0"
"POINT (382323.3334999997 7527099.0111)"	"4115"	"42.0"	"318.0"
"POINT (382121.2960999999 7527429.6716)"	"4116"	"35.0"	"309.0"
"POINT (381292.949 7527235.1542)"	"4117"	"35.0"	"155.0"
"POINT (380352.1683 7526780.676)"	"4118"	"50.0"	"124.0"
"POINT (378548.4857000001 7527948.7491)"	"4119"	"10.0"	"310.0"
"POINT (378673.7850000001 7528097.4127)"	"4120"	"30.0"	"119.0"
"POINT (379292.1266999999 7531064.7668)"	"4121"	"15.0"	"303.0"
"POINT (389220.8350999998 7528828.1441)"	"4122"	"55.0"	"136.0"
"POINT (388935.2280000001 7527977.3184)"	"4123"	"35.0"	"127.0"
"POINT (387232.0571999997 7526451.2998)"	"4124"	"70.0"	"320.0"
"POINT (387013.398 7526313.7611)"	"4125"	"22.0"	"135.0"
"POINT (386941.0828 7525538.7327)"	"4126"	"60.0"	"335.0"
"POINT (384709.2757999999 7531394.5716)"	"4127"	"10.0"	"138.0"
"POINT (386981.9393999996 7526088.229)"	"4128"	"85.0"	"321.0"
"POINT (346332.0970000001 7522767.7719)"	"4129"	"25.0"	"128.0"
"POINT (345990.9362000003 7522510.4223)"	"4130"	"15.0"	"185.0"
"POINT (346141.1265000002 7521730.0886)"	"4131"	"25.0"	"133.0"
"POINT (346371.977 7522039.779)"	"4132"	"35.0"	"158.0"
"POINT (347254.6589000002 7522675.488)"	"4133"	"80.0"	"166.0"
"POINT (348717.682 7522398.1512)"	"4134"	"38.0"	"80.0"
"POINT (348568.7717000004 7521823.0893)"	"4135"	"25.0"	"114.0"
"POINT (348414.4813000001 7521269.3175)"	"4136"	"65.0"	"285.0"
"POINT (347329.3590000002 7521815.8642)"	"4137"	"44.0"	"251.0"
"POINT (346605.4373000003 7520287.0508)"	"4138"	"35.0"	"165.0"
"POINT (346926.2680000002 7520377.6898)"	"4139"	"35.0"	"156.0"
"POINT (347385.8490000004 7520420.2381)"	"4140"	"15.0"	"165.0"
"POINT (346703.3975 7519292.4663)"	"4141"	"12.0"	"165.0"
"POINT (346661.5472999997 7518541.4834)"	"4142"	"50.0"	"161.0"
"POINT (347469.5091000004 7519389.3933)"	"4143"	"26.0"	"113.0"
"POINT (349678.8937999997 7518545.9897)"	"4144"	"15.0"	"67.0"
"POINT (350596.7657000003 7518230.404)"	"4145"	"25.0"	"45.0"
"POINT (353210.1019000001 7518994.7876)"	"4146"	"19.0"	"317.0"
